file,code,priority,tradition,tradition_source,stage,role,axis_t,axis_r,axis_m,axis_g,axis_q
达尔格伦.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
达摩流浪者.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M4 集体文学运动与文化政治,G3 小说,QH4 社会、阶级与劳动
达洛维夫人.md,R4,★,英国—爱尔兰文学传统,existing,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,文类形成与区域典范,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命
达达七篇宣言与杂灯.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.2 先锋派,G4 散文与随笔,QH1 自我、存在与生命
达达宣言 1918.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.2 先锋派,G4 散文与随笔,QH5 权力、制度与秩序
达达年鉴.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.2 先锋派,G4 散文与随笔,QH5 权力、制度与秩序
迁徙.md,R4,◆,巴尔干与东南欧文学传统,existing,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,离散迁徙与跨区域连接,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
过于喧嚣的孤独.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
过去的简单.md,R7,◆,马格里布—北非多语文学传统,existing,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,文类形成与区域典范,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G5 生命书写,QH7 历史、记忆与时间
过境.md,R10,★,流亡—难民—无国籍文学传统,existing,T6 当代全球文学 · 全球迁徙、数字传播与跨语文学网络,离散迁徙与跨区域连接,T6 当代全球文学,R10 跨区域文学传统,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属 | QH5 权力、制度与秩序
迈克尔·K的生活与时代.md,R7,△,南部非洲文学传统,author_model,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,区域扩展阅读,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
近代侠义英雄传.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
返乡笔记.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.2 先锋派 | M4 集体文学运动与文化政治,G3 小说,QH3 身份、身体与归属 | QH1 自我、存在与生命
返回故乡札记.md,R6,★,Afro-Latin—Afro-Caribbean文学传统,existing,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,核心经典与传统确立,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
这完美的一天.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT6 乌托邦、反乌托邦与社会想象
这是不是个人.md,R4,★,意大利文学传统,existing,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,核心经典与传统确立,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
这样你就输掉时间战争.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,文类形成与区域典范,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
这边风景.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
进入盛夏之门.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
进军.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
远大前程.md,R4,◆,英国—爱尔兰文学传统,existing,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,文类形成与区域典范,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 | M2 19世纪文学思潮 / 现实主义,G3 小说,QH2.5 童年与成长 | QH4 社会、阶级与劳动
远征.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命
远航.md,R4,△,英国—爱尔兰文学传统,author_model,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH2.5 童年与成长
连城诀.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
迪米特里奥斯之棺.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事 | QT5 冒险与探索叙事
迷失在开心馆.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
迷失在游乐园.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5.1 战后思想与美学范式,G3 小说,QH1 自我、存在与生命
迷宫中的将军.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,区域扩展阅读,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
迷宫馆事件.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
迷惘.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命
迷雾.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特
迷雾之子：最后帝国.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,源头与经典奠基,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻
追忆似水年华.md,R4,★,法语文学传统,existing,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,核心经典与传统确立,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH2.5 童年与成长
追风筝的人.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族 | QH6 战争、暴力与创伤
送菜升降机.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5.1 战后思想与美学范式,G3 小说,QH5 权力、制度与秩序 | QH1 自我、存在与生命
逃离.md,R5,★,英语加拿大文学传统,existing,T6 当代全球文学 · 多元身份、数字媒介与全球传播,核心经典与传统确立,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
逆水寒.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
逆流.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M3.1 现代主义 / Modernism | M2 19世纪文学思潮 / 颓废主义 | M2 19世纪文学思潮,G3 小说,QH8 信仰、伦理与超越 | QH1 自我、存在与生命
通往北方的窄路.md,R9,△,大洋洲与太平洋综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 生态危机、移民社会与跨太平洋传播,区域扩展阅读,T6 当代全球文学,R9 大洋洲与太平洋,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
通往雨山的路.md,R5,◆,北美原住民文学传统,existing,T6 当代全球文学 · 多元身份、数字媒介与全球传播,语言、书写与媒介转型,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G5 生命书写,QH5 权力、制度与秩序
通过仪式.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,源头与经典奠基,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
通过礼仪.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
逝去的武林.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
造星者.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,文类形成与区域典范,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT2 科幻
造船厂.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,区域扩展阅读,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
逸乐.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 / 颓废主义 | M2 19世纪文学思潮,G3 小说,QH4 社会、阶级与劳动
道士下山.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
道德剧.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
道林·格雷的画像.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派 | M2 19世纪文学思潮 / 唯美主义 | M2 19世纪文学思潮,G3 小说,QT4 恐怖与哥特
道路之歌.md,R3,◆,孟加拉与东部语言文学传统,existing,T4 全球现代主义时代 · 反殖民、现代主义与多语文学革新,语言、书写与媒介转型,T4 全球现代主义时代,R3 南亚文学,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命
遮住她的脸.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
邪恶东西悄然来.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特
邮差总按两遍铃.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事
郊区佛爷.md,R10,◆,南亚离散文学传统,existing,T6 当代全球文学 · 全球迁徙、数字传播与跨语文学网络,离散迁徙与跨区域连接,T6 当代全球文学,R10 跨区域文学传统,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
都市风景线.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命
都市风流.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
都柏林人.md,R4,△,英国—爱尔兰文学传统,author_model,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命
酒吧长谈.md,R6,△,安第斯文学传统,author_model,T5 二战后多极文学 · 革命经验、文学爆炸与独裁回应,区域扩展阅读,T5 二战后多极文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式 | M4 集体文学运动与文化政治,G3 小说,QH5 权力、制度与秩序
酒神的伴侣.md,R1,△,古希腊文学传统,existing,T0 文学源头与古代文学 · 古代文字、史诗与经典传统形成,区域扩展阅读,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事
酒神的女信徒.md,R1,△,古希腊文学传统,existing,T0 文学源头与古代文学 · 古代文字、史诗与经典传统形成,区域扩展阅读,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事
酷儿.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M4 集体文学运动与文化政治 | M5.2 权力、身份与世界批评,G3 小说,QH3 身份、身体与归属 | QH2.1 爱情与欲望
醇酒集.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G1 诗歌,QH1 自我、存在与生命
里加之犬.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
里斯本之夜.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH6 战争、暴力与创伤 | QH7 历史、记忆与时间
重力任务.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
重现的时光.md,R4,△,法语文学传统,author_model,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命
重生.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
重返海法.md,R1,△,阿拉伯文学传统,existing,T5 二战后多极文学 · 战后国家建构、流亡与现代转型,区域扩展阅读,T5 二战后多极文学,R1 西亚—地中海古老传统,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
野性的呼唤.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT5 冒险与探索叙事
野性的证明.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
野火.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事 | QH6 战争、暴力与创伤
野草.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3.1 现代主义 / Modernism,G1 诗歌,QH5 权力、制度与秩序
量子玫瑰.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
量子窃贼.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
金云翘传.md,R8,★,越南汉喃—国语文学传统,existing,T3 19世纪现代文学体系 · 殖民公共领域与民族语言文学形成,核心经典与传统确立,T3 19世纪现代文学体系,R8 东南亚文学,M2 19世纪文学思潮,G1 诗歌,QH5 权力、制度与秩序
金剑雕翎.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
金卡斯·博尔巴.md,R6,△,巴西葡语文学传统,author_model,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,区域扩展阅读,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
金姆.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT5 冒险与探索叙事 | QH2.5 童年与成长
金字塔铭文.md,R1,△,古埃及文学传统,existing,T0 文学源头与古代文学 · 古代文字、史诗与经典传统形成,区域扩展阅读,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事
金属与饥饿.md,R6,◆,安第斯文学传统,existing,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,殖民回应与民族文学建构,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
金山.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 独立建国、浪漫主义与国家文学,区域扩展阅读,T3 19世纪现代文学体系,R6 拉丁美洲与加勒比,M2 19世纪文学思潮 / 拉美 Modernismo | M2 19世纪文学思潮,G3 小说,QH4 社会、阶级与劳动
金瓶梅.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T2 早期现代文学 · 印刷扩展、通俗文类与文人传统成熟,区域扩展阅读,T2 早期现代文学,R2 东亚文学,M1 早期现代思想与美学,G3 小说,QH2.3 家庭与家族
金翅雀.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
金色平原的故事.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT3 奇幻
金色笔记.md,R7,△,非洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 独立、去殖民化与国家文学建构,区域扩展阅读,T5 二战后多极文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
金钱.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QH2.3 家庭与家族
金银岛.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT5 冒险与探索叙事 | QT8 英雄、边疆与法外者文化传统 | QT8.4 欧洲剑客 | QT8.8 海盗
金锁记.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3.1 现代主义 / Modernism,G3 小说,QH2.3 家庭与家族 | QH3.1 性别与身体
金阁寺.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
金陵十三钗.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事 | QH6 战争、暴力与创伤 | QH7 历史、记忆与时间
金驴记.md,R1,◆,罗马与拉丁文学传统,existing,T0 文学源头与古代文学 · 古代文字、史诗与经典传统形成,文类形成与区域典范,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QH8 信仰、伦理与超越
针眼.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
钟形罩.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH2.5 童年与成长
钟表馆事件.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
钟鼓楼.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
钢穴.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
钢铁是怎样炼成的.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M4 政治、民族与文化运动 | M4 集体文学运动与文化政治,G3 小说,QH2.3 家庭与家族 | QH2.5 童年与成长 | QH5 权力、制度与秩序
钱多斯勋爵的信.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命
钻石年代.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
铁手骑士葛兹·冯·贝利欣根.md,R4,△,德语文学传统,author_model,T2 早期现代文学 · 文艺复兴、宗教改革与印刷公共领域,区域扩展阅读,T2 早期现代文学,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.7 侠盗
铁皮鼓.md,R4,★,德语文学传统,existing,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,文类形成与区域典范,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式 | M5.1 战后思想与美学范式,G3 小说,QH6 战争、暴力与创伤 | QH7 历史、记忆与时间
