file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
迷宫馆事件.md,WL-WORK-0181,迷宫馆事件,,绫辻行人,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
迷惘.md,WL-WORK-1882,迷惘,,埃利亚斯·卡内蒂,Elias Canetti,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
迷迭香与芸香.md,WL-WORK-0849,迷迭香与芸香,,西南·麦圭尔,Seanan McGuire,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
迷雾.md,WL-WORK-0850,迷雾,,斯蒂芬·金,Stephen King,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
迷雾之子：最后帝国.md,WL-WORK-0851,迷雾之子：最后帝国,,布兰登·桑德森,Brandon Sanderson,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
追忆似水年华.md,WL-WORK-1303,追忆似水年华,,普鲁斯特,Proust,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-135
追风筝的人.md,WL-WORK-2140,追风筝的人,,卡勒德·胡赛尼,Khaled Hosseini,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
逆水寒.md,WL-WORK-2624,逆水寒,,温瑞安,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
逆流.md,WL-WORK-1883,逆流,,于斯曼,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
通往北方的窄路.md,WL-WORK-3071,通往北方的窄路,The Narrow Road to the Deep North,理查德·弗拉纳根,Richard Flanagan,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
通过仪式.md,WL-WORK-2931,通过仪式,Rite of Passage,阿列克谢·潘申,Alexei Panshin,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
通过礼仪.md,WL-WORK-3047,通过礼仪,Rites of Passage,威廉·戈尔丁,William Golding,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
逝去的武林.md,WL-WORK-2625,逝去的武林,,徐皓峰,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
造星者.md,WL-WORK-0286,造星者,,奥拉夫·斯塔普雷顿,斯塔普雷顿,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
造船厂.md,WL-WORK-1884,造船厂,,奥内蒂,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
道士下山.md,WL-WORK-2626,道士下山,,徐皓峰,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
道德剧.md,WL-WORK-1304,道德剧,,巴里·昂斯沃思,Barry Unsworth,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
道林·格雷的画像.md,WL-WORK-0852,道林·格雷的画像,,奥斯卡·王尔德,Oscar Wilde,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-100
遗忘之兽.md,WL-WORK-0853,遗忘之兽,,帕特里夏·A.麦基利普,Patricia A. McKillip,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
遮住她的脸.md,WL-WORK-0102,遮住她的脸,,P.D.詹姆斯,P.D. James,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
邪恶东西悄然来.md,WL-WORK-0854,邪恶东西悄然来,,雷·布拉德伯里,Ray Bradbury,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
邮差总按两遍铃.md,WL-WORK-0078,邮差总按两遍铃,,詹姆斯·M.凯恩,James M. Cain,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
都市风景线.md,WL-WORK-1885,都市风景线,,刘呐鸥,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
都市风流.md,WL-WORK-2863,都市风流,,孙力、余小惠,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
都柏林人.md,WL-WORK-1886,都柏林人,,詹姆斯·乔伊斯,Joyce,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-137
酒吧长谈.md,WL-WORK-1887,酒吧长谈,,巴尔加斯·略萨,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-184
酒神的伴侣.md,WL-WORK-1511,酒神的伴侣,,欧里庇得斯,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
酒神的女信徒.md,WL-WORK-1512,酒神的女信徒,,欧里庇得斯,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
醇酒集.md,WL-WORK-1888,醇酒集,,阿波利奈尔,Guillaume Apollinaire,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
里加之犬.md,WL-WORK-0221,里加之犬,,亨宁·曼凯尔,Henning Mankell,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
里斯本之夜.md,WL-WORK-2698,里斯本之夜,,雷马克,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
重力任务.md,WL-WORK-0368,重力任务,,哈尔·克莱门特,Hal Clement,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
重现的时光.md,WL-WORK-1889,重现的时光,,普鲁斯特,Marcel Proust,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
重生.md,WL-WORK-1305,重生,,帕特·巴克,Pat Barker,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
重返海法.md,WL-WORK-2141,重返海法,,格桑·卡纳法尼,Kanafani,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
野兽必须死.md,WL-WORK-0066,野兽必须死,The Beast Must Die,尼古拉斯·布莱克,Nicholas Blake,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
野性的呼唤.md,WL-WORK-0855,野性的呼唤,,杰克·伦敦,Jack London,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
野性的证明.md,WL-WORK-0167,野性的证明,,森村诚一,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
野火.md,WL-WORK-1306,野火,,大冈升平,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
野草.md,WL-WORK-1890,野草,,鲁迅,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
量子玫瑰.md,WL-WORK-2946,量子玫瑰,The Quantum Rose,凯瑟琳·阿萨罗,Catherine Asaro,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
量子窃贼.md,WL-WORK-0400,量子窃贼,,汉努·拉贾涅米,Hannu Rajaniemi,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
金云翘传.md,WL-WORK-3170,金云翘传,Truyện Kiều,阮攸,Nguyễn Du,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-221
金剑雕翎.md,WL-WORK-2627,金剑雕翎,,梁羽生,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
金卡斯·博尔巴.md,WL-WORK-1891,金卡斯·博尔巴,,马沙多·德·阿西斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
金姆.md,WL-WORK-0856,金姆,,吉卜林,Kipling,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
金字塔铭文.md,WL-WORK-1513,金字塔铭文,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
金瓶梅.md,WL-WORK-1307,金瓶梅,金瓶梅词话,兰陵笑笑生,,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,CANON-033
金翅雀.md,WL-WORK-3025,金翅雀,The Goldfinch,唐娜·塔特,Donna Tartt,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
金色名望柑橘.md,WL-WORK-1308,金色名望柑橘,,克莱尔·维伊·沃特金斯,Claire Vaye Watkins,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
金色平原的故事.md,WL-WORK-0857,金色平原的故事,,威廉·莫里斯,William Morris,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
金色笔记.md,WL-WORK-1892,金色笔记,,多丽丝·莱辛,Doris Lessing,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-207
金钱.md,WL-WORK-1309,金钱,,左拉,Émile Zola,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
金银岛.md,WL-WORK-0858,金银岛,Treasure Island,罗伯特·路易斯·史蒂文森,Robert Louis Stevenson,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-102
金锁记.md,WL-WORK-1893,金锁记,,张爱玲,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
金阁寺.md,WL-WORK-1894,金阁寺,,三岛由纪夫,Mishima Yukio,1956,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,curated,CANON-056
金陵十三钗.md,WL-WORK-1310,金陵十三钗,,严歌苓,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
针眼.md,WL-WORK-3105,针眼,The Eye of the Needle,肯·福莱特,Ken Follett,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
钟形罩.md,WL-WORK-1311,钟形罩,,西尔维娅·普拉斯,Sylvia Plath,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
钟表馆事件.md,WL-WORK-0182,钟表馆事件,,绫辻行人,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
钟鼓楼.md,WL-WORK-2862,钟鼓楼,,刘心武,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
钢穴.md,WL-WORK-0298,钢穴,,艾萨克·阿西莫夫,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
钢铁是怎样炼成的.md,WL-WORK-1312,钢铁是怎样炼成的,,尼古拉·奥斯特洛夫斯基,Nikolai Ostrovsky,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
钢铁风暴.md,WL-WORK-2142,钢铁风暴,,恩斯特·荣格尔,Jünger,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
钱多斯勋爵的信.md,WL-WORK-1895,钱多斯勋爵的信,,霍夫曼斯塔尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
钻石年代.md,WL-WORK-0395,钻石年代,,尼尔·斯蒂芬森,Neal Stephenson,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
铁手骑士葛兹·冯·贝利欣根.md,WL-WORK-2628,铁手骑士葛兹·冯·贝利欣根,,歌德,,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
铁皮鼓.md,WL-WORK-2143,铁皮鼓,,君特·格拉斯,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-152
铁草.md,WL-WORK-3003,铁草,Ironweed,威廉·肯尼迪,William Kennedy,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
铁蹄.md,WL-WORK-0280,铁蹄,,杰克·伦敦,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
铁道游击队.md,WL-WORK-2144,铁道游击队,,刘知侠,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
铁骑银瓶.md,WL-WORK-2629,铁骑银瓶,,梁羽生,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
银河巡警.md,WL-WORK-0289,银河巡警,,E.E.史密斯,E.E. Smith,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
银河系漫游指南.md,WL-WORK-0485,银河系漫游指南,,道格拉斯·亚当斯,Douglas Adams,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
银河铁道之夜.md,WL-WORK-2737,银河铁道之夜,,宫泽贤治,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
锁匠.md,WL-WORK-3137,锁匠,The Lock Artist,史蒂夫·汉密尔顿,Steve Hamilton,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
锅匠，裁缝，士兵，间谍.md,WL-WORK-0254,锅匠，裁缝，士兵，间谍,,约翰·勒卡雷,John le Carré,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,,
锌皮娃娃兵.md,WL-WORK-2145,锌皮娃娃兵,,阿列克谢耶维奇,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
镇尼大师.md,WL-WORK-2954,镇尼大师,A Master of Djinn,P·杰利·克拉克,P. Djèlí Clark,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
镍童.md,WL-WORK-3028,镍童,The Nickel Boys,科尔森·怀特黑德,Colson Whitehead,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
镜与光.md,WL-WORK-1313,镜与光,,希拉里·曼特尔,Hilary Mantel,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
镜中舞.md,WL-WORK-2914,镜中舞,Mirror Dance,洛伊斯·麦克马斯特·比约德,Lois McMaster Bujold,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
镜影.md,WL-WORK-0392,镜影,Mirrorshades,威廉·吉布森,William Gibson,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,,
镜花缘.md,WL-WORK-T3-JINGHUA-YUAN,镜花缘,,李汝珍,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,
长夜难明.md,WL-WORK-0245,长夜难明,,紫金陈,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
长安古意.md,WL-WORK-2630,长安古意,,小椴,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
长恨歌.md,WL-WORK-2868,长恨歌,,王安忆,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
长日将尽.md,WL-WORK-2146,长日将尽,,石黑一雄,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
长眠不醒.md,WL-WORK-0075,长眠不醒,,雷蒙德·钱德勒,Raymond Chandler,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
门中眼.md,WL-WORK-1314,门中眼,,帕特·巴克,Pat Barker,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
门外.md,WL-WORK-1896,门外,,沃尔夫冈·博尔歇特,Wolfgang Borchert,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
门户.md,WL-WORK-0340,门户,Gateway,弗雷德里克·波尔,Pohl,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
闪灵.md,WL-WORK-0859,闪灵,,斯蒂芬·金,Stephen King,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阅微草堂笔记.md,WL-WORK-0860,阅微草堂笔记,,纪昀,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
队列.md,WL-WORK-0478,队列,The Queue,巴斯玛·阿卜杜勒·阿齐兹,Basma Abdel Aziz,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
队列之末.md,WL-WORK-1315,队列之末,,福特·马多克斯·福特,Ford Madox Ford,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阳光下的葡萄干.md,WL-WORK-1897,阳光下的葡萄干,,洛兰·汉斯贝里,Lorraine Hansberry,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阴兽.md,WL-WORK-0149,阴兽,,江户川乱步,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
阴暗的绘画.md,WL-WORK-1898,阴暗的绘画,,野间宏,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿伽通.md,WL-WORK-1316,阿伽通,,德国起点,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
阿伽通的故事.md,WL-WORK-1317,阿伽通的故事,,维兰德,Wieland,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
阿伽门农.md,WL-WORK-T0-AGAMEMNON,阿伽门农,Agamemnon,埃斯库罗斯,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,
阿加莎·莱辛和乳蛋饼命案.md,WL-WORK-0140,阿加莎·莱辛和乳蛋饼命案,,M.C.比顿,M.C. Beaton,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
阿努比斯之门.md,WL-WORK-0861,阿努比斯之门,,蒂姆·鲍尔斯,Tim Powers,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
阿劳卡纳.md,WL-WORK-1899,阿劳卡纳,,阿隆索·德·埃尔西利亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
阿卡塔女巫.md,WL-WORK-0862,阿卡塔女巫,,恩涅蒂·奥科拉弗,Nnedi Okorafor,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
阿卡特史诗.md,WL-WORK-1514,阿卡特史诗,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,title_aggregate_or_tradition;anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿喀琉斯之歌.md,WL-WORK-0863,阿喀琉斯之歌,,玛德琳·米勒,Madeline Miller,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿尔-拉桑的雄狮.md,WL-WORK-0864,阿尔-拉桑的雄狮,,盖伊·加夫里尔·凯,Guy Gavriel Kay,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿尔塔索尔.md,WL-WORK-1900,阿尔塔索尔,,比森特·维多夫罗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
阿尔戈船英雄纪.md,WL-WORK-0865,阿尔戈船英雄纪,Argonautica,阿波罗尼奥斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,人工核验,metadata_pending,
阿尔特米奥·克罗斯之死.md,WL-WORK-1318,阿尔特米奥·克罗斯之死,,卡洛斯·富恩特斯,Carlos Fuentes,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-183
阿拉特里斯特上尉.md,WL-WORK-2631,阿拉特里斯特上尉,El capitán Alatriste,阿图罗·佩雷斯-雷维特,Captain Alatriste,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿特拉哈西斯史诗.md,WL-WORK-1516,阿特拉哈西斯史诗,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,title_aggregate_or_tradition;anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿玛利亚.md,WL-WORK-1901,阿玛利亚,,何塞·马莫尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
阿瓦隆迷雾.md,WL-WORK-0866,阿瓦隆迷雾,,玛丽恩·齐默·布拉德利,Marion Zimmer Bradley,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
阿维斯塔.md,WL-WORK-1517,阿维斯塔,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿罗史密斯.md,WL-WORK-2964,阿罗史密斯,Arrowsmith,辛克莱·刘易斯,Sinclair Lewis,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
阿莱夫.md,WL-WORK-1902,阿莱夫,,博尔赫斯,Borges,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿蒙蒂亚多酒桶.md,WL-WORK-0867,阿蒙蒂亚多酒桶,,爱伦·坡,Edgar Allan Poe,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿达诺之钟.md,WL-WORK-2979,阿达诺之钟,A Bell for Adano,约翰·赫西,John Hersey,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
阿部一族.md,WL-WORK-2632,阿部一族,Abe Ichizoku,森鸥外,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
阿里埃尔.md,WL-WORK-1903,阿里埃尔,,何塞·恩里克·罗多,Rodó,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
附属正义.md,WL-WORK-0411,附属正义,,安·莱姬,Ann Leckie,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
陆小凤传奇：金鹏王朝.md,WL-WORK-2633,陆小凤传奇：金鹏王朝,,古龙,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
陆犯焉识.md,WL-WORK-2147,陆犯焉识,,严歌苓,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
陌生人日记.md,WL-WORK-3146,陌生人日记,The Stranger Diaries,埃莉·格里菲斯,Elly Griffiths,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
陌生人肖像.md,WL-WORK-1904,陌生人肖像,,娜塔莉·萨洛特,Nathalie Sarraute,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
除时间外没有敌人.md,WL-WORK-2935,除时间外没有敌人,No Enemy but Time,迈克尔·毕晓普,Michael Bishop,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
陶渊明诗选.md,WL-WORK-3185,陶渊明诗选,Selected Poems of Tao Yuanming,陶渊明,Tao Yuanming,,T0 文学源头与古代文学,T0,,HAS_T,,title_aggregate_or_tradition,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-241
陷坑与钟摆.md,WL-WORK-0868,陷坑与钟摆,,爱伦·坡,Edgar Allan Poe,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
隋唐演义.md,WL-WORK-1319,隋唐演义,,褚人获,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
隐剑孤影抄.md,WL-WORK-2634,隐剑孤影抄,,藤泽周平,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
隐剑秋风抄.md,WL-WORK-2635,隐剑秋风抄,,藤泽周平,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
隐形人.md,WL-WORK-0275,隐形人,,H.G.威尔斯,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
隐形墨水.md,WL-WORK-2738,隐形墨水,Encre sympathique,帕特里克·莫迪亚诺,Patrick Modiano,2019,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
难做的神.md,WL-WORK-0337,难做的神,,斯特鲁加茨基兄弟,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
难逃劫数.md,WL-WORK-2791,难逃劫数,,余华,,1988,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
