tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,wd3_status,wd3_error,resolution_status,chosen_t,canonical_year_candidate,resolution_reason
P2_EXTERNAL_MATCH_FRIENDLY,The Life and Adventures of Nat Love.md,WL-WORK-2390,The Life and Adventures of Nat Love,,纳特·洛夫,Nat Love,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Light at the End.md,WL-WORK-0539,The Light at the End,,约翰·斯基普 / 克雷格·斯佩克特,John Skipp / Craig Spector,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Loney.md,WL-WORK-0540,The Loney,,安德鲁·迈克尔·赫尔利,Andrew Michael Hurley,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Man Who Shot Liberty Valance.md,WL-WORK-2394,The Man Who Shot Liberty Valance,,多萝西·M.约翰逊,Dorothy M. Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Manitous.md,WL-WORK-1375,The Manitous,,巴兹尔·约翰斯顿,Basil Johnston,,,batch3_source_refs,WL-TOPIC-G1-MYTH,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The New Negro.md,WL-WORK-1543,The New Negro,,阿兰·洛克,Alain Locke 编,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Old Drift.md,WL-WORK-0950,The Old Drift,,纳姆瓦利·瑟佩尔,Namwali Serpell,,,batch2_source_refs,WL-TOPIC-G43-FAMILY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Old Patagonian Express.md,WL-WORK-1377,The Old Patagonian Express,,保罗·索鲁,Paul Theroux,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Old Ways.md,WL-WORK-1378,The Old Ways,,罗伯特·麦克法伦,Robert Macfarlane,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Oregon Trail.md,WL-WORK-2396,The Oregon Trail,,弗朗西斯·帕克曼,Francis Parkman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Phantom Coach.md,WL-WORK-0543,The Phantom Coach,,阿梅莉亚·B.爱德华兹,Amelia B. Edwards,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Pirate's Daughter.md,WL-WORK-2398,The Pirate's Daughter,,玛格丽特·塞泽尔-汤普森,Margaret Cezair-Thompson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Principal Navigations.md,WL-WORK-1379,The Principal Navigations...,,理查德·哈克卢特,Richard Hakluyt,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Purple Land.md,WL-WORK-2399,The Purple Land,,W.H.赫德森,Hudson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Pyrates.md,WL-WORK-2400,The Pyrates,,乔治·麦克唐纳·弗雷泽,解构,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Recess.md,WL-WORK-0951,The Recess,,索菲娅·李,Sophia Lee,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Red Tree.md,WL-WORK-0544,The Red Tree,,凯特琳·R.基尔南,Caitlín R. Kiernan,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Right Swipe.md,WL-WORK-1992,The Right Swipe,,阿丽莎·拉伊,Alisha Rai,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Ritual.md,WL-WORK-0546,The Ritual,,亚当·内维尔,Adam Nevill,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Road to Oxiana.md,WL-WORK-1380,The Road to Oxiana,,罗伯特·拜伦,Robert Byron,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Saga of Billy the Kid.md,WL-WORK-2403,The Saga of Billy the Kid,,沃尔特·诺布尔·伯恩斯,Walter Noble Burns,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Scottish Chiefs.md,WL-WORK-0952,The Scottish Chiefs,,简·波特,Jane Porter,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Shootist.md,WL-WORK-2405,The Shootist,,格伦登·斯沃索特,Glendon Swarthout,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-PIRATE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Sisters Brothers.md,WL-WORK-2406,The Sisters Brothers,,帕特里克·德威特,Patrick deWitt,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Six-Gun Tarot.md,WL-WORK-2407,The Six-Gun Tarot,,R.S.贝尔彻,R.S. Belcher,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Squatter and the Don.md,WL-WORK-2408,The Squatter and the Don,,海伦·亨特·杰克逊,Helen Hunt Jackson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Sunne in Splendour.md,WL-WORK-0953,The Sunne in Splendour,,莎伦·凯·彭曼,Sharon Kay Penman,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Surrendered.md,WL-WORK-1993,The Surrendered,,李昌来,Chang-rae Lee,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Surrounded.md,WL-WORK-2411,The Surrounded,,达西·麦克尼克尔,D'Arcy McNickle,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Thousand Crimes of Ming Tsu.md,WL-WORK-2414,The Thousand Crimes of Ming Tsu,,汤姆·林,Tom Lin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Time It Never Rained.md,WL-WORK-2415,The Time It Never Rained,,埃尔默·凯尔顿,Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Underdogs ／ Los de abajo.md,WL-WORK-2416,The Underdogs / Los de abajo,,马里亚诺·阿苏埃拉,Mariano Azuela,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Untamed.md,WL-WORK-2417,The Untamed,,马克斯·布兰德,Max Brand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Valleys of the Assassins.md,WL-WORK-1382,The Valleys of the Assassins,,弗雷娅·斯塔克,Freya Stark,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Viscount Who Loved Me.md,WL-WORK-1994,The Viscount Who Loved Me,,朱莉娅·奎因,Julia Quinn,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Wedding Date.md,WL-WORK-1995,The Wedding Date,,贾丝明·吉洛里,Jasmine Guillory,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Yellow Birds.md,WL-WORK-1996,The Yellow Birds,,凯文·鲍尔斯,Kevin Powers,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,These Thousand Hills.md,WL-WORK-2421,These Thousand Hills,,A.B.格思里,A.B. Guthrie Jr.,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Things Have Gotten Worse Since We Last Spoke.md,WL-WORK-0549,Things Have Gotten Worse Since We Last Spoke,,埃里克·拉罗卡,Eric LaRocca,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,This One Summer.md,WL-WORK-0954,This One Summer,,玉木真理子 / 吉莉安·玉木,Mariko & Jillian Tamaki,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Those Across the River.md,WL-WORK-0550,Those Across the River,,克里斯托弗·比尔曼,Christopher Buehlman,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Tirant lo Blanc.md,WL-WORK-2422,Tirant lo Blanc,,若阿诺特·马托雷尔,Joanot Martorell,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Tlingit Myths and Texts.md,WL-WORK-1383,Tlingit Myths and Texts,,约翰·R.斯旺顿,John R. Swanton,,,batch3_source_refs,WL-TOPIC-G1-MYTH,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Torto Arado.md,WL-WORK-1544,Torto Arado,,伊塔马尔·维埃拉·儒尼奥尔,乡村,,,batch4_source_refs,WL-TOPIC-R6-LATAM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Tracks.md,WL-WORK-1384,Tracks,,罗宾·戴维森,Robyn Davidson,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Travels in West Africa.md,WL-WORK-1385,Travels in West Africa,,玛丽·金斯利,Mary Kingsley,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Travels through France and Italy.md,WL-WORK-1386,Travels through France and Italy,,斯摩莱特,Smollett,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Tristan.md,WL-WORK-2423,Tristan,,贝鲁尔,Béroul,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Unbeaten Tracks in Japan.md,WL-WORK-1388,Unbeaten Tracks in Japan,,伊莎贝拉·伯德,Bird,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Uncanny Stories.md,WL-WORK-0551,Uncanny Stories,,梅·辛克莱,May Sinclair,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Under the Feet of Jesus.md,WL-WORK-2426,Under the Feet of Jesus,,海伦娜·玛丽亚·比拉蒙特斯,Helena María Viramontes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Under the Red Robe.md,WL-WORK-2427,Under the Red Robe,,斯坦利·韦曼,Stanley Weyman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Undertones of War.md,WL-WORK-1997,Undertones of War,,埃德蒙·布伦登,Edmund Blunden,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Uninhabited House.md,WL-WORK-0552,Uninhabited House,,夏洛特·里德尔,Charlotte Riddell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Unsouled.md,WL-WORK-0553,Unsouled,,威尔·怀特,Will Wight,,,batch1_source_refs,WL-TOPIC-G45-FANTASY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Video Night in Kathmandu.md,WL-WORK-1389,Video Night in Kathmandu,,皮科·艾尔,Pico Iyer,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Vox.md,WL-WORK-0955,Vox,,克里斯蒂娜·达尔彻,Christina Dalcher,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,War Trash.md,WL-WORK-1999,War Trash,,哈金,Ha Jin,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Warlock.md,WL-WORK-2428,Warlock,,奥克利·霍尔,Oakley Hall,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,West with the Night.md,WL-WORK-0554,West with the Night,,贝丽尔·马卡姆,Beryl Markham,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,"Whitney, My Love.md",WL-WORK-2000,"Whitney, My Love",,朱迪思·麦克诺特,Judith McNaught,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Who Remembers the Sea.md,WL-WORK-2001,Who Remembers the Sea,,穆罕默德·迪布,Mohammed Dib,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Willehalm.md,WL-WORK-2430,Willehalm,,沃尔夫拉姆·冯·埃申巴赫,Wolfram von Eschenbach,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Winter in the Blood.md,WL-WORK-2431,Winter in the Blood,,詹姆斯·韦尔奇,James Welch,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,With Clive in India.md,WL-WORK-0555,With Clive in India,,G.A.亨蒂,G. A. Henty,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,With His Pistol in His Hand.md,WL-WORK-2432,With His Pistol in His Hand,,阿梅里科·帕雷德斯,Américo Paredes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,With Wolfe in Canada.md,WL-WORK-0556,With Wolfe in Canada,,G.A.亨蒂,G. A. Henty,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Wounds.md,WL-WORK-0557,Wounds,,内森·巴林拉德,Nathan Ballingrud,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Yoruba Myths.md,WL-WORK-1390,Yoruba Myths,,乌利·拜尔,Ulli Beier,,,batch3_source_refs,WL-TOPIC-G1-MYTH,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,不再存在的女人.md,WL-WORK-0230,不再存在的女人,Celle qui n'était plus,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,不要回头.md,WL-WORK-0224,不要回头,Don't Look Back,卡琳·福萨姆,Karin Fossum,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,世界的用法.md,WL-WORK-1393,世界的用法,The Way of the World,尼古拉·布维耶,Nicolas Bouvier,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,两扇门的房子不好守.md,WL-WORK-2442,两扇门的房子不好守,"Casa con dos puertas, mala es de guardar",卡尔德隆,Pedro Calderón de la Barca,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,乌鸦之黑.md,WL-WORK-0116,乌鸦之黑,Raven Black,安·克里夫斯,Ann Cleeves,,,,WL-TOPIC-G45-MYSTERY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,人骨拼图.md,WL-WORK-0123,人骨拼图,The Bone Collector,杰弗里·迪弗,Jeffery Deaver,,,,WL-TOPIC-G45-MYSTERY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,传奇与拿铁.md,WL-WORK-0582,传奇与拿铁,Legends & Lattes,特拉维斯·鲍德里,Travis Baldree,,,batch1_source_refs,WL-TOPIC-G45-FANTASY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,全面混乱.md,WL-WORK-0240,全面混乱,Total Chaos,让-克洛德·伊佐,Jean-Claude Izzo,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,公主新娘.md,WL-WORK-2454,公主新娘,The Princess Bride,威廉·戈德曼,William Goldman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,冬日女王.md,WL-WORK-0137,冬日女王,The Winter Queen,鲍里斯·阿库宁,Boris Akunin,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,原野奇侠.md,WL-WORK-2473,原野奇侠,Shane,杰克·谢弗,Jack Schaefer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,召唤魔鬼.md,WL-WORK-0069,召唤魔鬼,Whistle Up the Devil,德里克·史密斯,Derek Smith,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,咆哮营的幸运儿.md,WL-WORK-2480,咆哮营的幸运儿,The Luck of Roaring Camp,布雷特·哈特,Bret Harte,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,园丁之犬.md,WL-WORK-2483,园丁之犬,El perro del hortelano,洛佩·德·维加,Lope de Vega,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,国王叙事诗.md,WL-WORK-2484,国王叙事诗,Idylls of the King,丁尼生,解构,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,在比尤拉高地.md,WL-WORK-0108,在比尤拉高地,On Beulah Height,雷金纳德·希尔,Reginald Hill,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,地狱之缘.md,WL-WORK-0068,地狱之缘,Rim of the Pit,黑克·塔尔博特,Hake Talbot,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,墓地的沉默.md,WL-WORK-0223,墓地的沉默,Jar City,阿尔纳尔杜尔·因德里达松,Arnaldur Indriðason,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,大地惊雷.md,WL-WORK-2493,大地惊雷,True Grit,查尔斯·波蒂斯,Charles Portis,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,大天空.md,WL-WORK-2494,大天空,The Big Sky,A.B.格思里,A.B. Guthrie Jr.,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,大鼻子情圣.md,WL-WORK-2497,大鼻子情圣,Cyrano de Bergerac,埃德蒙·罗斯丹,Edmond Rostand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,天鹅之歌.md,WL-WORK-0063,天鹅之歌,Swan Song,埃德蒙·克里斯平,Edmund Crispin,,,,WL-TOPIC-G45-MYSTERY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,少雨之地.md,WL-WORK-2508,少雨之地,The Land of Little Rain,玛丽·奥斯汀,Mary Austin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,尸体会说话.md,WL-WORK-0121,尸体会说话,Postmortem,帕特里夏·康威尔,Patricia Cornwell,,,,WL-TOPIC-G45-MYSTERY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,帽子戏法之死.md,WL-WORK-0067,帽子戏法之死,Death from a Top Hat,克莱顿·罗森,Clayton Rawson,,,,WL-TOPIC-G45-MYSTERY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,幽灵小姐.md,WL-WORK-2515,幽灵小姐,La dama duende,卡尔德隆,Pedro Calderón de la Barca,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
