ID,作品中文常用名,Original_or_English_Title,作者中文名,Author,国家_文学传统,原始语言,首次成书_出版时间,时代,体裁,主题_类型标签,Canon_Level,Academic_Canon,Global_Influence,Traditional_Recognition,经典化理由,方法学依据,建议阅读优先级,个人状态,方法学参考来源URL
CANON-164,了不起的盖茨比,The Great Gatsby,F. 斯科特·菲茨杰拉德,F. Scott Fitzgerald,美国,英语,1925,现代,长篇小说,美国梦;阶级;爱情,Core,高,高,高,美国20世纪小说最核心的经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-165,喧哗与骚动,The Sound and the Fury,威廉·福克纳,William Faulkner,美国,英语,1929,现代主义,长篇小说,家族;时间;意识流,Core,高,高,中,美国现代主义小说的核心正典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-166,我弥留之际,As I Lay Dying,威廉·福克纳,William Faulkner,美国,英语,1930,现代主义,长篇小说,家族;死亡;多视角,Major,高,高,中,现代多声部叙事代表,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-167,愤怒的葡萄,The Grapes of Wrath,约翰·斯坦贝克,John Steinbeck,美国,英语,1939,现代,长篇小说,贫困;迁徙;社会,Core,高,高,高,美国社会小说与大萧条叙事核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-168,老人与海,The Old Man and the Sea,欧内斯特·海明威,Ernest Hemingway,美国,英语,1952,战后,中篇小说,尊严;自然;失败,Core,高,高,高,海明威最具全球普及度的经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-169,永别了，武器,A Farewell to Arms,欧内斯特·海明威,Ernest Hemingway,美国,英语,1929,现代,长篇小说,战争;爱情;失落,Major,高,高,高,迷惘一代与战争文学经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-170,麦田里的守望者,The Catcher in the Rye,J. D. 塞林格,J. D. Salinger,美国,英语,1951,战后,长篇小说,青春;异化;成长,Core,中-高,高,高,全球青年成长文学经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-171,杀死一只知更鸟,To Kill a Mockingbird,哈珀·李,Harper Lee,美国,英语,1960,战后,长篇小说,种族;正义;成长,Core,中-高,高,高,美国公民教育与成长小说经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-172,第二十二条军规,Catch-22,约瑟夫·海勒,Joseph Heller,美国,英语,1961,战后,长篇小说,战争;荒诞;官僚,Core,高,高,高,黑色幽默与反战小说经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-173,第五号屠宰场,Slaughterhouse-Five,库尔特·冯内古特,Kurt Vonnegut,美国,英语,1969,战后,长篇小说,战争;科幻;创伤,Core,高,高,高,反战、黑色幽默与科幻融合的现代经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-174,看不见的人,Invisible Man,拉尔夫·埃里森,Ralph Ellison,美国,英语,1952,战后,长篇小说,种族;身份;社会,Core,高,高,中,非裔美国文学核心正典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-175,宠儿,Beloved,托妮·莫里森,Toni Morrison,美国,英语,1987,当代,长篇小说,奴隶制;记忆;母女,Core,高,高,中,美国当代文学与奴隶制记忆的核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-176,紫色,The Color Purple,艾丽斯·沃克,Alice Walker,美国,英语,1982,当代,长篇小说,女性;种族;创伤,Major,高,高,中,非裔女性文学的重要经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-177,在路上,On the Road,杰克·凯鲁亚克,Jack Kerouac,美国,英语,1957,战后,长篇小说,旅行;青年;反文化,Major,中-高,高,高,垮掉的一代与公路文化经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-178,百年孤独,One Hundred Years of Solitude,加西亚·马尔克斯,Gabriel García Márquez,哥伦比亚,西班牙语,1967,拉美爆炸,长篇小说,家族;历史;魔幻现实,Core,高,高,高,拉美文学与魔幻现实主义的世界核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-179,霍乱时期的爱情,Love in the Time of Cholera,加西亚·马尔克斯,Gabriel García Márquez,哥伦比亚,西班牙语,1985,当代,长篇小说,爱情;时间;衰老,Major,中-高,高,高,拉美当代爱情小说的世界经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-180,佩德罗·巴拉莫,Pedro Páramo,胡安·鲁尔福,Juan Rulfo,墨西哥,西班牙语,1955,现代,中篇小说,死亡;乡土;魔幻,Core,高,高,中,拉美爆炸文学的重要先驱,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-181,虚构集,Ficciones,豪尔赫·路易斯·博尔赫斯,Jorge Luis Borges,阿根廷,西班牙语,1944,现代,短篇小说集,迷宫;时间;元小说,Core,高,高,中,20世纪短篇与观念小说的核心正典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-182,跳房子,Hopscotch,胡利奥·科塔萨尔,Julio Cortázar,阿根廷,西班牙语,1963,拉美爆炸,长篇小说,实验;城市;爱情,Major,高,高,低,拉美实验小说的标志性作品,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-183,阿尔特米奥·克罗斯之死,The Death of Artemio Cruz,卡洛斯·富恩特斯,Carlos Fuentes,墨西哥,西班牙语,1962,拉美爆炸,长篇小说,革命;权力;记忆,Extended,高,高,低,墨西哥现代小说与拉美爆炸代表,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-184,酒吧长谈,Conversation in the Cathedral,马里奥·巴尔加斯·略萨,Mario Vargas Llosa,秘鲁,西班牙语,1969,拉美爆炸,长篇小说,政治;社会;腐败,Extended,高,高,低,拉美政治小说的重要高峰,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-185,失明症漫记,Blindness,若泽·萨拉马戈,José Saramago,葡萄牙,葡萄牙语,1995,当代,长篇小说,寓言;文明;伦理,Core,高,高,中,20世纪末欧洲寓言小说的世界经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-186,惶然录,The Book of Disquiet,费尔南多·佩索阿,Fernando Pessoa,葡萄牙,葡萄牙语,1982（遗稿）,现代主义,散文/片段体,自我;城市;存在,Major,高,高,低,葡语现代主义核心文本,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-187,希腊人佐巴,Zorba the Greek,尼科斯·卡赞扎基斯,Nikos Kazantzakis,希腊,希腊语,1946,现代,长篇小说,生命;自由;友谊,Major,中-高,高,中,现代希腊文学国际传播代表,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-188,瓦解,Things Fall Apart,钦努阿·阿契贝,Chinua Achebe,尼日利亚,英语,1958,后殖民,长篇小说,殖民;传统;社会,Core,高,高,高,现代非洲文学与后殖民正典核心,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-189,一粒麦种,A Grain of Wheat,恩古吉·瓦·提安哥,Ngũgĩ wa Thiong'o,肯尼亚,英语,1967,后殖民,长篇小说,独立;背叛;共同体,Major,高,高,低,东非后殖民文学核心作品,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-190,移居北方的时节,Season of Migration to the North,塔伊卜·萨利赫,Tayeb Salih,苏丹,阿拉伯语,1966,后殖民,长篇小说,殖民;身份;欲望,Core,高,高,中,阿拉伯语后殖民文学核心经典；大陆已有正式中译本；亦见旧译《移居北方的时期》,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100; https://clc.shisu.edu.cn/CN/Y2020/V0/I4/167
CANON-191,开罗三部曲,The Cairo Trilogy,纳吉布·马哈福兹,Naguib Mahfouz,埃及,阿拉伯语,1956—1957,现代,长篇小说三部曲,家族;城市;现代化,Core,高,高,低,现代阿拉伯小说最重要的家族史诗之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-192,上帝的木片（直译名）,God's Bits of Wood,奥斯曼·森贝内,Ousmane Sembène,塞内加尔,法语,1960,后殖民,长篇小说,劳工;殖民;集体行动,Extended,高,中,低,西非反殖民与劳工文学经典；中文译名流通不统一，数据库以英文原名作为稳定检索键,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-193,如此漫长的信（直译名）,So Long a Letter,玛丽亚玛·巴,Mariama Bâ,塞内加尔,法语,1979,后殖民,书信体小说,女性;婚姻;现代化,Extended,高,中,低,非洲女性文学经典；中文译名流通不统一，数据库以法文/英文原名作为稳定检索键,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-194,黑暗的心,Heart of Darkness,约瑟夫·康拉德,Joseph Conrad,英国/波兰裔,英语,1899,现代前夜,中篇小说,殖民;黑暗;帝国,Core,高,高,高,帝国与殖民书写的核心争议经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-195,饥饿的路,The Famished Road,本·奥克瑞,Ben Okri,尼日利亚,英语,1991,当代,长篇小说,灵性;政治;魔幻,Extended,中-高,高,低,非洲魔幻现实主义的重要作品；已有中文译本；繁体版亦见《飢餓之路》,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100; https://wyb.chinawriter.com.cn/attachment/202306/30/e95ce0c3-d8d2-47a9-ab2f-1e10acd200fc.pdf
